GPStime,peakFreq,snr,Standard example? (y/n)
1248747506.375,33.663,13.998,n
1240319800.813,32.423,7.678,y
1241496638.625,25.84,18.91,y
1248260088.313,28.898,11.601,y
1252097349.375,31.509,16.187,y
1253299906.625,19.099,16.174,y
1250453412.375,31.809,14.899,y
1253591981.438,27.393,7.755,y
1248805848.375,26.333,10.904,y
1239861022.688,30.193,10.714,n
1253624338.125,28.4,9.132,y
1250733328.625,26.835,7.727,y
1252099353.688,31.035,14.267,n
1250734116.875,27.347,8.209,y
1252619414.563,26.433,23.076,y
1248987593.875,32.11,15.287,y
1243958741.125,31.509,13.456,n
1244980438.625,28.4,11.164,y
1253744121.063,26.909,9.666,y
1238372870.438,25.722,10.646,y
1249330856.438,28.898,10.839,y
1251962168.375,30.92,9.667,y
1251231873.375,30.056,16.079,y
1253940978.813,23.75,17.312,y
1238565284.938,31.851,8.214,y
1239231892.188,38.531,27.99,y
1250730956.125,25.84,10.898,y
1253940678.031,39.134,13.341,y
1238976038.625,32.808,9.82,y
1251528253.688,26.433,12.988,y
1253299066.375,18.92,19.196,y
1240875130.875,33.983,14.656,y
1238643646.563,29.661,10.716,y
1250783471.688,31.035,12.361,y
1253419218.438,24.613,11.503,y
1238976376.875,33.435,10.421,y
1244953334.125,31.809,12.213,y
1251529086.125,26.583,11.135,y
1247673801.313,31.594,9.876,y
1239253135.063,33.005,12.721,y
1249339394.375,25.84,15.155,y
1245415316.813,32.162,11.737,y
1245415503.063,23.75,16.545,y
1251815800.625,24.416,11.558,n
1253423729.625,32.415,10.61,y
1250539677.125,28.669,9.237,n
1253586558.875,30.629,10.335,y
1238908609.563,31.851,22.067,n
1245671755.563,32.162,9.529,y
1253417324.188,37.349,8.612,y
1250038887.563,28.388,10.003,y
1253660448.313,26.433,12.798,y
1239231955.938,24.822,11.033,y
1249342219.875,33.983,24.306,y
1244942067.438,19.174,14.338,y
1244984715.141,30.288,8.573,y
1250735529.188,29.948,10.203,y
1239250827.875,33.12,12.25,y
1244870596.625,30.341,7.804,y
1244999816.688,31.594,15.332,y
1250320123.438,30.487,10.98,n
1251501407.813,26.909,15.068,y
1244870030.313,30.487,12.607,y
1252099116.375,29.493,9.351,y
1247526491.813,30.487,8.283,y
1250115873.875,26.583,12.942,y
1242267458.313,34.541,10.994,y
1245414066.875,31.809,14.82,y
1245367847.875,28.669,11.025,y
1238617470.375,33.435,7.96,n
1240106425.875,31.89,11.581,n
1242844995.125,32.11,10.259,y
1238370906.125,30.998,7.61,y
1238636049.313,30.193,10.061,y
1250457095.313,27.393,7.858,y
1251526276.625,31.213,17.911,y
1239253234.406,32.623,9.009,y
1238555126.938,41.559,13.394,y
1238619277.625,32.193,12.194,y
1252794327.313,37.762,9.524,y
1239444573.438,33.005,8.737,n
1243975318.125,31.509,11.446,y
1244953783.063,30.487,8.486,y
1246068221.063,31.035,8.476,y
1250736046.375,27.868,10.011,y
1253408215.688,24.178,20.373,y
1238356747.625,29.012,30.979,y
1238617466.063,31.288,19.777,y
1245415528.375,33.033,11.923,y
1245000270.125,30.629,10.022,y
1252798679.875,33.347,9.578,y
1252800318.625,31.509,9.918,y
1243648767.875,33.347,14.758,y
1243648767.875,33.347,14.758,y
1250781899.938,30.487,10.802,y
1253296551.063,30.487,11.453,y
1246503704.063,30.487,7.718,n
1251532497.438,31.594,20.122,y
1238538896.063,24.822,11.182,y
1238619005.125,32.499,9.893,y
1246511245.563,30.487,8.562,n
1239963150.125,29.288,17.45,y
1253417084.688,31.035,7.821,n
1250989701.125,30.056,16.363,y
1244702325.313,25.507,18.359,y
1242316114.125,23.511,14.527,y
1239231926.188,25.268,13.268,y
1242477159.125,35.291,10.21,y
1250827907.188,30.487,9.977,y
1239300721.375,29.847,10.355,y
1251502043.125,28.941,12.447,y
1243340336.125,32.415,9.784,y
1248797880.813,24.613,29.814,y
1253582442.563,33.93,11.196,y
1253591178.438,31.035,12.132,y
1245671539.875,33.663,10.34,n
1245128075.563,24.178,27.375,y
1240335867.625,30.998,8.07,y
1251556101.438,29.948,14.551,y
1248763206.688,33.93,9.675,y
1245113042.438,36.65,54.851,n
1244870226.875,34.305,10.516,y
1248763271.063,31.594,16.594,y
1243649178.688,30.487,11.087,y
1240150209.875,33.752,9.037,n
1250784543.375,31.509,8.927,y
1247768572.625,27.347,9.654,y
1247545759.375,33.347,11.145,y
1247122833.375,33.033,16.29,y
1247768629.875,27.868,9.357,y
1238562508.594,30.504,9.369,y
1242805040.563,30.487,7.977,n
1242267061.563,24.178,18.946,y
1251536460.688,30.487,11.964,y
1243777878.375,33.983,9.242,n
1252619687.813,31.035,9.104,y
1245278327.813,31.035,12.532,y
1249584615.688,31.035,11.147,y
1238355663.875,30.417,8.028,y
1242349989.875,30.629,11.739,y
1250734574.875,28.4,9.943,y
1239230984.438,24.822,9.642,y
1245564288.688,30.487,10.726,n
1247969610.875,27.606,9.556,y
1250736003.625,28.669,11.393,y
1253590534.125,31.213,12.23,y
1242267070.875,29.493,9.005,y
1244981183.188,26.433,7.679,n
1249459437.625,26.835,12.13,y
1239963259.625,33.435,11.801,y
1239486046.938,33.005,8.985,y
1249339675.938,27.886,8.223,y
1247530120.625,30.056,14.407,y
1244702440.188,32.741,11.61,y
1253298275.625,33.347,21.567,y
1244952817.375,32.11,16.795,y
1250735054.375,32.723,12.329,y
1245110899.688,31.035,8.033,y
1253409764.875,31.509,14.125,y
1250731361.375,27.09,9.75,y
1245671987.188,29.948,8.31,n
1247529355.656,30.749,9.563,y
1253407511.625,34.305,16.291,y
1253298080.375,29.773,15.078,y
1253657569.813,29.948,10.405,y
1253299743.375,29.216,11.866,y
1248310884.375,30.629,9.918,y
1242837553.125,29.216,9.056,y
1239964171.375,30.131,17.682,y
1252100183.688,28.898,9.639,y
1253581078.375,33.347,15.055,y
1249585884.875,34.96,9.235,y
1238562284.813,29.137,36.401,y
1242443460.625,24.416,20.511,n
1252800594.266,32.268,8.029,y
1244868428.625,31.213,10.593,n
1238924331.938,32.423,7.504,n
1250453489.375,32.723,12.795,y
1242315830.781,38.442,7.701,y
1242267330.875,33.033,15.278,y
1243646234.563,32.162,14.759,y
1250451493.375,33.983,13.441,y
1250734778.375,28.133,8.899,y
1238354854.781,43.112,8.487,y
1247455637.375,27.606,11.217,y
1244942230.438,26.433,9.477,y
1252798708.375,33.663,9.916,y
1251537925.125,33.347,13.539,y
