GPStime,peakFreq,snr,Standard example? (y/n)
1262503430.402,32.173,7.515,y
1262760555.152,32.173,12.439,y
1260598268.430,30.734,10.698,y
1258978615.773,27.308,7.736,n
1257912769.840,39.789,8.678,y
1257732983.344,31.798,9.155,n
1261460141.922,25.048,8.496,n
1262512923.492,30.734,15.473,y
1261021180.352,27.308,8.485,y
1260182788.953,34.378,8.058,y
1260168290.031,31.798,11.574,n
1262292984.922,30.288,7.703,n
1260597246.625,33.033,18.318,y
1262928089.188,28.898,8.43,y
1257558882.746,26.015,11.624,y
1257921534.492,34.59,7.741,n
1261679195.625,32.11,12.247,y
1262169656.313,33.33,10.865,y
1261412191.313,25.507,8.527,y
1260547172.207,26.015,8.677,y
1258971521.859,26.685,7.675,y
1258014277.430,34.59,7.525,y
1259250865.992,30.734,10.633,y
1262978348.297,26.685,8.709,y
1262852431.234,32.268,11.819,y
1258082773.012,32.173,9.233,y
1260566296.707,26.015,15.519,y
1262174307.578,32.268,7.803,y
1257854947.641,25.048,7.779,y
1257740332.418,39.789,7.658,y
1262503212.039,27.308,8.946,y
1259210926.594,35.163,7.962,n
1259253552.063,29.948,8.888,y
1257995156.512,39.789,9.409,y
1262814142.070,30.734,11.879,y
1260555313.875,27.09,8.247,y
1262522660.039,27.308,7.667,y
1260166607.266,32.268,7.999,y
1260616125.375,26.835,10.235,y
1262147745.898,27.308,7.671,n
1258981139.297,26.685,7.588,n
1261690992.875,28.133,9.391,y
1262648121.125,23.959,8.544,y
1262503958.867,27.308,10.382,y
1261379667.719,23.515,8.927,y
1259263152.008,27.308,13.426,y
1260168985.461,27.308,10.039,y
1262222831.406,24.316,7.627,y
1260559140.086,27.308,8.318,y
1259577269.195,30.734,7.652,y
1262550288.605,32.173,9.931,y
1260579616.473,32.173,8.781,y
1259206717.117,27.308,9.61,y
1259207654.215,32.173,8.942,y
1257892067.813,28.898,9.273,y
1258102921.867,30.734,9.277,y
1260562666.059,32.173,7.566,y
1260180164.105,32.173,12.419,y
1259210313.563,38.788,10.295,n
1259206365.625,27.09,7.686,y
1262958824.285,32.173,10.296,y
1258891336.688,32.162,7.52,y
1262171830.016,30.288,7.625,n
1262169466.125,33.033,8.259,n
1260175426.109,25.048,11.654,y
1260619593.145,32.173,10.118,y
1257901685.836,34.59,7.63,n
1260209467.297,28.43,8.013,y
1260587621.758,27.308,12.001,y
1260562054.336,30.734,7.779,y
1258054270.824,26.015,11.066,y
1260572906.188,32.741,11.512,y
1258036981.695,38.93,8.535,n
1261641800.625,27.606,7.682,y
1262514410.813,28.388,9.478,y
1259258218.625,31.509,7.512,y
1262102106.125,31.809,12.102,n
1258020488.170,60.857,9.76,n
1260587344.969,26.89,7.698,y
1260168124.547,26.685,8.157,n
1263014923.328,25.048,8.026,y
1259265691.883,27.308,8.1,y
1257739713.875,18.742,8.466,y
1259288032.605,32.173,8.287,y
1262503661.262,32.173,7.544,y
1259257651.938,26.433,9.65,y
1260559998.648,27.308,8.427,y
1258968709.125,19.099,7.628,y
1262808519.449,32.173,9.314,y
1262507914.664,30.734,7.686,y
1262171690.164,30.734,8.485,n
1262961087.301,32.173,8.859,y
1258643649.828,28.43,7.648,y
1258056314.195,34.59,7.738,y
1257581187.672,26.685,7.779,y
1261377310.281,24.316,7.731,y
1257442243.414,27.308,10.184,y
1262168566.063,32.741,9.042,n
1256910201.715,39.789,11.773,y
1262399716.539,27.308,7.659,y
1260207273.313,27.393,8.506,n
1260617567.625,31.213,9.515,y
1259422395.727,30.734,7.647,y
1262326532.531,28.755,7.645,y
1260617749.293,26.015,7.619,y
1257664664.979,60.857,7.647,y
1262225378.609,25.048,7.665,y
1260565537.754,26.015,8.509,y
1260169286.145,32.173,12.839,y
1262974722.957,39.789,10.837,y
1259211954.375,32.11,11.906,y
1262169011.703,30.288,7.971,n
1259257933.410,32.173,10.549,y
1258687838.875,26.333,8.533,y
1262162097.875,27.09,7.834,n
1260161307.512,32.173,14.873,y
1260165111.938,31.035,9.661,y
1260586939.145,32.173,9.802,y
1259263358.180,27.308,9.276,y
1257300937.016,25.048,8.748,n
1262761981.438,19.174,8.836,y
1258044098.258,34.59,10.276,n
1261380072.063,28.898,8.955,n
1257661673.223,32.173,8.721,y
1260301286.563,32.162,11.309,n
1262696317.285,26.015,8.686,y
1257311985.465,26.015,9.901,y
1260577850.688,50.056,7.734,y
1258067440.441,39.789,7.948,y
1258857719.406,32.882,10.677,n
1259258559.438,31.035,7.959,y
1258965756.852,30.734,11.021,y
1259278542.543,32.173,7.883,n
1259283483.625,32.415,10.247,y
1260157487.410,26.015,12.988,y
1262376223.875,18.835,7.514,y
1258053951.855,32.173,9.592,y
1257316481.875,26.835,10.549,y
1260166008.563,25.056,7.748,y
1262905102.766,34.378,11.092,n
1262188148.828,25.048,8.908,n
1260556510.125,23.071,7.765,y
1262832924.422,34.378,13.586,y
1257658081.023,38.93,7.713,n
1259250322.813,32.741,10.122,y
1259193675.859,30.288,8.416,y
1260571961.063,32.162,8.275,y
1260620625.285,32.173,9.181,y
1262510726.371,32.173,11.389,y
1260548179.555,30.734,12.792,y
1262364592.109,34.378,8.31,y
1262814141.938,31.594,11.516,y
1260547349.820,30.734,9.221,y
1261407509.125,33.663,9.124,y
1257988233.223,39.789,8.638,y
1258607800.391,30.288,8.43,y
1260624920.375,30.92,10.001,y
1262225236.871,26.015,10.988,n
1262368960.328,34.378,8.442,y
1258878719.328,34.378,9.298,n
1262551543.727,30.734,7.973,y
1262792295.875,32.723,8.239,y
1257574825.785,32.173,13.78,y
1262885788.375,27.606,8.434,y
1257870965.977,43.814,11.561,y
1260593686.125,26.333,10.813,y
1260595977.375,31.213,13.338,y
1257542589.563,24.178,8.447,y
1260568233.055,30.734,10.29,y
1262917105.797,30.288,8.228,n
1257739967.930,30.734,7.831,y
1260672063.563,28.388,9.911,y
1257920514.930,34.59,8.738,y
1262944924.375,30.92,11.895,y
1262754726.813,29.418,8.726,y
1258053527.547,36.625,7.763,y
1259204072.125,31.509,9.564,y
1259371229.852,24.264,7.69,y
1257558275.195,27.308,7.645,y
1257312350.625,31.213,10.174,y
1260572482.504,26.015,8.413,y
1259257940.387,32.173,9.805,y
1260336781.328,25.048,8.047,n
1262832899.563,34.541,9.332,y
1258024434.754,26.015,16.513,y
1262757942.625,23.071,19.28,y
