-4.309656603334647684e+02,-5.421819359315827569e+02,-6.879371064932356603e+02,-8.164982458967186858e+02,-9.427964108267512984e+02,-1.080644003511898973e+03,-1.254051766734726471e+03,-1.421702178446453672e+03,-1.632438011402954089e+03,-1.855621251546611575e+03,-2.043093879669715534e+03,-2.270231939060038712e+03,-2.508717604787731943e+03,-2.757514689420817831e+03,-3.018472305930814400e+03,-3.267424256686602348e+03,-3.517197303976412513e+03,-3.795201043544366712e+03,-4.032264227951100111e+03,-4.296362748387127795e+03,-4.535809625538196997e+03,-4.853669670221857814e+03,-5.124080815504378734e+03,-5.435442496421381293e+03,-5.712856343412647220e+03,-5.930607011532201795e+03,-6.177812984168118419e+03,-6.426402687767762473e+03,-6.639079553182246855e+03,-6.842116328084818633e+03,-7.098688839513738458e+03,-7.341635465932472471e+03,-7.534259680188453785e+03,-7.776019654612394334e+03,-7.980673761645301056e+03
-1.277954607333061148e+02,-1.601462549906390223e+02,-1.900334193902411357e+02,-2.125990038390781365e+02,-2.648670984991978230e+02,-3.283657056390495086e+02,-4.072674320895439450e+02,-4.916125778278544090e+02,-5.801304107180131950e+02,-6.824038192130312837e+02,-8.023460073292130801e+02,-9.035138277734829444e+02,-1.054489311043381349e+03,-1.189601331691197856e+03,-1.325499498083966955e+03,-1.460192281567647797e+03,-1.652948344661164356e+03,-1.833469538817543025e+03,-2.039898356698419548e+03,-2.203554053736570495e+03,-2.396471694682365523e+03,-2.611427100529208928e+03,-2.829653346030308512e+03,-3.058035260532887150e+03,-3.275631821728601608e+03,-3.483356864117655732e+03,-3.680285877485306628e+03,-3.897318417560554735e+03,-4.080713790508333204e+03,-4.252548646462889337e+03,-4.494286726390459080e+03,-4.694440081475829174e+03,-4.860813648044309957e+03,-5.043725020723791204e+03,-5.292342550616132939e+03
-7.452008896828475315e+01,-8.251886056244987344e+01,-9.524621108004107839e+01,-1.036712412217266746e+02,-1.268810502158704310e+02,-1.372924835379403703e+02,-1.659095036156790570e+02,-2.005479629187868795e+02,-2.438440334656228856e+02,-2.880076701632387426e+02,-3.433204123116930759e+02,-3.908217456418952906e+02,-4.470055680240595279e+02,-5.491252389338878857e+02,-6.561477963882227868e+02,-7.374489746154138174e+02,-8.393339627168110155e+02,-9.528066149421974842e+02,-1.081280860409669685e+03,-1.214493183675820774e+03,-1.310648754087700354e+03,-1.438002797395121434e+03,-1.569157053809347644e+03,-1.740554221979983595e+03,-1.903095784248656855e+03,-2.066518222735507152e+03,-2.197021028657007719e+03,-2.379622078631097338e+03,-2.528469996410221938e+03,-2.714872173948368982e+03,-2.893124674145396966e+03,-3.077647177880578965e+03,-3.232743158362434770e+03,-3.400810964118585616e+03,-3.586840679385209114e+03
-8.791434633812635013e+01,-8.791434633812635013e+01,-8.791434633812635013e+01,-8.476411399253693446e+01,-9.022098860952742427e+01,-9.664556153082928347e+01,-1.135622217154029130e+02,-1.196722461657954426e+02,-1.409994318406477873e+02,-1.633622706083139633e+02,-1.645345472311518051e+02,-1.981876905955351731e+02,-2.248285677946179817e+02,-3.072445981157374035e+02,-3.503839129056898969e+02,-3.844648586395921370e+02,-4.444141070975547336e+02,-5.168392437108972217e+02,-5.858100410326354677e+02,-7.237044677638207304e+02,-8.300903663764988778e+02,-8.772820434907694107e+02,-9.566922021212570826e+02,-1.055594823916770110e+03,-1.158459226814139129e+03,-1.270851899142116963e+03,-1.371544793466582632e+03,-1.537092588724275174e+03,-1.664839775055835162e+03,-1.810712023678209562e+03,-1.930295817900429938e+03,-2.105961266104659444e+03,-2.195947941305012137e+03,-2.316880521936251171e+03,-2.444804929747785536e+03
-1.113435454386501391e+02,-1.113435454386501391e+02,-1.113435454386501391e+02,-1.113435454386501391e+02,-1.239526921669710049e+02,-1.239526921669710049e+02,-8.560690597519662504e+01,-9.432301418798533632e+01,-9.412515952759274285e+01,-1.094653822826104346e+02,-1.155202738756288880e+02,-1.268210835819966604e+02,-1.278025668296162678e+02,-1.527901699432938756e+02,-1.812977365643063195e+02,-2.073441405566262574e+02,-2.532827002274258064e+02,-2.841385195242819464e+02,-3.623495430119987191e+02,-4.226918825106536133e+02,-5.076240011190183168e+02,-5.576377173486295078e+02,-6.289852320654712230e+02,-7.025212543005659427e+02,-8.198792427392136233e+02,-9.314722367230749569e+02,-1.007595451649491793e+03,-1.105960150999582538e+03,-1.192812500840433358e+03,-1.308688300575813173e+03,-1.380797460703934803e+03,-1.482467540906706745e+03,-1.612023995560305593e+03,-1.720038268412916068e+03,-1.808093117568716934e+03
-1.423844073292435678e+04,-1.423844073292435678e+04,-1.423844073292435678e+04,-1.423844073292435678e+04,-1.423844073292435678e+04,-1.423844073292435678e+04,-1.423844073292435678e+04,-1.496984927651682256e+02,-1.496984927651682256e+02,-8.925604616940245251e+01,-9.403206741933449564e+01,-9.244259446740561259e+01,-9.760775694643658085e+01,-9.505047076774233972e+01,-1.108467451434956246e+02,-1.259254224002560676e+02,-1.458273269297897059e+02,-1.701827918594898676e+02,-2.066573330092290917e+02,-2.579938459140154805e+02,-3.172222516006178239e+02,-3.726484219332382963e+02,-4.223117774491590808e+02,-4.833676601915661308e+02,-5.577728398591842733e+02,-6.397145767861080685e+02,-7.467178316324697107e+02,-8.256183400387201345e+02,-9.239816064937285773e+02,-1.051085286309227513e+03,-1.084157240001722585e+03,-1.148704407402934976e+03,-1.240710267592892023e+03,-1.340848461494313369e+03,-1.409718613122242687e+03
-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.214336707297711939e+02,-1.214336707297711939e+02,-9.221698470205699039e+01,-9.329839152486893283e+01,-8.362040279041397639e+01,-8.423764255442198134e+01,-8.860072290218883495e+01,-9.943829043603646767e+01,-1.032681862214739965e+02,-1.221966506510822086e+02,-1.330107063276338693e+02,-1.323356181043130562e+02,-1.524001046165923583e+02,-1.933438720498744203e+02,-2.505219007074700528e+02,-3.192704377580406003e+02,-3.432185351049685664e+02,-4.034171323950544661e+02,-4.538914748974652866e+02,-5.680378480277638573e+02,-6.521791633289413994e+02,-6.860193836473653164e+02,-7.932880153005040711e+02,-8.705741373603352713e+02,-8.971400898531604753e+02,-9.886282396308125726e+02,-1.046981233483302731e+03,-1.125445488587549562e+03
-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.259598709434144865e+02,-8.410899093751490341e+01,-7.670909525709936361e+01,-7.729636699497653751e+01,-7.700428784082026823e+01,-7.795327245117186976e+01,-7.941582446882709689e+01,-9.740787330615914641e+01,-1.127208001614128676e+02,-1.640195374562817392e+02,-1.678008397820330231e+02,-2.158296360824212456e+02,-2.531709576454079240e+02,-3.263289610473320863e+02,-3.691708197265093077e+02,-4.331433960572920796e+02,-5.134385584067881609e+02,-5.936527380091329178e+02,-6.802417632489915604e+02,-7.205179839782607587e+02,-7.553323115045885743e+02,-8.507563699191020987e+02,-9.078179587236910493e+02,-9.486392358181618647e+02
-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.186388018109752949e+02,-9.371706214416116154e+01,-9.371706214416116154e+01,-7.173331881585997394e+01,-7.599094978963590563e+01,-9.011238704701383995e+01,-1.081825636752884776e+02,-1.249788712446780607e+02,-1.524939093944636568e+02,-2.191985522576545122e+02,-2.791974503765633813e+02,-3.033907870731043772e+02,-3.713654608019400598e+02,-4.370186822194467595e+02,-5.116452522483592134e+02,-5.499340563555149402e+02,-5.982145139476322129e+02,-6.722098111014817050e+02,-7.450357074996603615e+02,-8.056926428247332979e+02
-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-1.424791330377964914e+04,-8.296146108030247035e+01,-7.867611287857978652e+01,-1.023476719007154543e+02,-1.136187555625093353e+02,-9.905961054949118250e+01,-1.162885341068597285e+02,-1.537969531075366660e+02,-1.901027710339531325e+02,-2.186706838114673701e+02,-2.760655009579737680e+02,-3.238144812602731122e+02,-3.664462880225541426e+02,-4.249101549737828805e+02,-5.180314663929958670e+02,-5.693545716889636878e+02,-6.427427920332625035e+02,-7.340968064121027510e+02
